Store_ID,Store_Name,Brand_Name,Store_Type,City,City_Tier,Product_Name,Category,Sub_Category,Product_Stage,Quantity_Available,Units_Sold,Unit_Price,Cost_Price,Revenue,Profit_Margin,Average_Order_Value,Inventory_Turnover,Days_of_Stock,Customer_Segment,Sales_Channel,Payment_Method,Supplier,Supplier_Rating,Promotion_Type,Promotion_Impact,Max_Discount_Offered,Return_Rate,Return_Reason,Customer_Satisfaction,Online_Rating,Review_Count,Sales_Rep_Experience,Sales_Rep_Rating,Market_Share,Competition_Level,Competitor_Count,Brand_Loyalty,Brand_Awareness,Price_Competitiveness,Weather_Impact,Delivery_Time,Shipping_Cost,Month,Year,Quarter,Season
BX_MUMBAI_085,BrandX_India Style Mumbai,BrandX_India,Street Store,Mumbai,Metro,Levi's 511 Jeans,Clothes,Jeans,Growing,177,19,5372,3944,102068,26.58,6438,1.29,279,Budget,BrandX_India Store,Card,BrandX_India Direct Import,NaN,Flash Sale,21.8,6,6.4,Damaged,4.3,4.9,425,10,4.2,14.3,Very High,18,82.8,83.4,Aggressive,Medium,4,58,7,2024,Q3,Monsoon
BX_AHMEDABAD_090,BrandX_India Accessories Ahmedabad,BrandX_India,Mall Store,Ahmedabad,Tier1,Anker PowerCore,Gadgets,Power Banks,Discontinued,130,27,2500,1908,67500,23.68,2932,2.49,144,Budget,BrandX_India App,Wallet,BrandX_India E-commerce Hub,NaN,BOGO,16.1,18,5.3,Poor Quality,4.1,3.9,465,7,4.6,13,Medium,10,76,78.1,Standard,Low,1,90,7,2024,Q3,Monsoon
BX_HYDERABAD_037,BrandX_India Smart Hyderabad,BrandX_India,Street Store,Hyderabad,Metro,Xbox Series X,Gadgets,Gaming Consoles,Declining,234,48,59419,43050,2852112,27.55,71600,2.46,146,Premium,BrandX_India Phone Order,EMI,BrandX_India E-commerce Hub,NaN,Flash Sale,21.8,49,4.1,Changed Mind,4.1,4.5,89,1,4.7,18,High,18,93.5,88.9,Competitive,Low,2,72,7,2024,Q3,Monsoon
BX_DELHI_047,BrandX_India Electronics Delhi,BrandX_India,Online Hub,Delhi,Metro,Sony Bravia 43Inch,Electronics,Smart TVs,New Launch,87,42,73934,61589,3105228,16.7,93165,5.79,62,Premium,BrandX_India Social Commerce,UPI,BrandX_India Brand Partners,NaN,Flash Sale,19.1,24,4.6,Defective,4.7,4.4,21,6,4.2,25.6,High,24,95.8,87.7,Competitive,Low,7,139,7,2024,Q3,Monsoon
BX_DELHI_099,BrandX_India Tech Hub Delhi,BrandX_India,Mall Store,Delhi,Metro,Samsung Galaxy S23,Electronics,Smartphones,Discontinued,106,9,68712,52068,618408,24.22,90014,1.02,353,Mid-Range,BrandX_India Store,EMI,BrandX_India Brand Partners,NaN,Festival Offer,19.9,12,4.3,Wrong Size,4.8,4.1,16,6,4.3,30,Very High,25,77,83,Aggressive,Low,5,187,7,2024,Q3,Monsoon
BX_HYDERABAD_004,BrandX_India Superstore Hyderabad,BrandX_India,Mall Store,Hyderabad,Metro,Toor Dal 1kg,Groceries,Dal,Declining,126,92,206,154,18952,25.24,303,8.76,41,Mid-Range,BrandX_India Social Commerce,Cash,BrandX_India Direct Import,NaN,No Promotion,0,0,5.5,Wrong Size,3.9,4.3,353,1,3.6,10.9,Very High,20,77.7,88.1,Aggressive,Low,6,119,7,2024,Q3,Monsoon
BX_DELHI_055,BrandX_India Trends Delhi,BrandX_India,Express,Delhi,Metro,Zara Evening Dress,Clothes,Dresses,Discontinued,205,9,4695,3982,42255,15.19,6129,0.53,683,Mid-Range,BrandX_India Store,Card,BrandX_India Direct Import,NaN,Clearance,28.6,44,1.7,Changed Mind,4.5,4.9,451,3,4.7,16.1,High,21,81,80.2,Competitive,Medium,5,131,7,2024,Q3,Monsoon
BX_MUMBAI_047,BrandX_India Gadget Zone Mumbai,BrandX_India,Online Hub,Mumbai,Metro,AirPods Pro,Electronics,Headphones,Mature,194,22,25763,18969,566786,26.37,34245,1.36,265,Premium,BrandX_India Phone Order,Wallet,BrandX_India Wholesale,NaN,Festival Offer,31.2,24,3.7,Damaged,4.4,4.1,431,5,4.6,26.9,Very High,21,92.9,82,Aggressive,Low,3,175,7,2024,Q3,Monsoon
BX_PUNE_009,BrandX_India Electronics Pune,BrandX_India,Street Store,Pune,Tier1,HP Pavilion,Electronics,Laptops,New Launch,87,21,54748,39028,1149708,28.71,72925,2.9,124,Luxury,BrandX_India Store,Credit,BrandX_India Wholesale,NaN,BOGO,37.9,17,5.2,Poor Quality,3.9,4.9,201,8,4.2,13.3,High,15,76.1,74.2,Competitive,Low,2,130,7,2024,Q3,Monsoon
BX_MUMBAI_065,BrandX_India Superstore Mumbai,BrandX_India,Online Hub,Mumbai,Metro,Brown Rice 1kg,Groceries,Rice,Declining,158,111,211,169,23421,19.91,251,8.43,43,Mid-Range,BrandX_India Store,Wallet,BrandX_India Direct Import,NaN,Flash Sale,29.4,43,5.2,Defective,4.1,3.9,440,4,3.6,13.9,High,18,82.9,88.1,Competitive,Low,1,119,7,2024,Q3,Monsoon
BX_BANGALORE_075,BrandX_India Accessories Bangalore,BrandX_India,Street Store,Bangalore,Metro,Canon EOS R6,Gadgets,Cameras,New Launch,66,39,215744,156371,8414016,27.52,272898,7.09,51,Luxury,BrandX_India Social Commerce,EMI,BrandX_India Direct Import,NaN,BOGO,27,42,4.5,Damaged,4.4,4.7,474,6,3.6,18.8,High,23,81,81.1,Competitive,Low,5,92,7,2024,Q3,Monsoon
BX_JAIPUR_009,BrandX_India Smart Jaipur,BrandX_India,Street Store,Jaipur,Tier2,PlayStation 5,Gadgets,Gaming Consoles,Discontinued,179,27,43075,33310,1163025,22.67,61800,1.81,199,Mid-Range,BrandX_India Phone Order,Credit,BrandX_India Wholesale,NaN,Festival Offer,34.1,47,7.3,Poor Quality,4.2,4.3,431,8,3.8,6.3,Medium,4,71.2,62.5,Standard,Low,5,111,7,2024,Q3,Monsoon
BX_HYDERABAD_095,BrandX_India Trends Hyderabad,BrandX_India,Flagship,Hyderabad,Metro,Zara Evening Dress,Clothes,Dresses,Declining,61,48,5705,4466,273840,21.72,6245,9.44,38,Mid-Range,BrandX_India Social Commerce,Card,BrandX_India Local Sourcing,NaN,Flash Sale,18,30,4.8,Wrong Size,4.1,3.8,113,3,4.1,18.4,High,17,78.1,82.4,Competitive,Medium,2,115,7,2024,Q3,Monsoon
BX_DELHI_020,BrandX_India Smart Delhi,BrandX_India,Street Store,Delhi,Metro,Apple Watch Series 8,Gadgets,Smart Watches,Growing,57,47,47738,38909,2243686,18.49,67132,9.89,36,Budget,BrandX_India Store,Cash,BrandX_India Direct Import,NaN,Festival Offer,28.7,35,1.8,Poor Quality,4.2,4.8,174,8,4.6,16.1,Very High,23,78.2,83.8,Aggressive,Low,5,83,7,2024,Q3,Monsoon
BX_DELHI_073,BrandX_India Mobile Delhi,BrandX_India,Flagship,Delhi,Metro,PlayStation 5,Gadgets,Gaming Consoles,Declining,222,46,60094,43519,2764324,27.58,77874,2.49,145,Premium,BrandX_India Phone Order,Credit,BrandX_India Local Sourcing,NaN,BOGO,38.5,11,4.9,Wrong Size,3.9,4.3,59,5,4.9,10.9,High,19,94.2,81.7,Competitive,Low,3,95,7,2024,Q3,Monsoon
BX_NAGPUR_064,BrandX_India Tech Hub Nagpur,BrandX_India,Street Store,Nagpur,Tier2,Dell XPS 13,Electronics,Laptops,New Launch,93,21,77959,54981,1637139,29.47,98429,2.71,133,Mid-Range,BrandX_India Social Commerce,Card,BrandX_India Brand Partners,NaN,Discount,27.7,35,4.7,Poor Quality,3.8,4.4,172,3,4,7.4,Medium,6,70.9,61.8,Standard,Low,3,232,7,2024,Q3,Monsoon
BX_HYDERABAD_072,BrandX_India Tech Hub Hyderabad,BrandX_India,Online Hub,Hyderabad,Metro,Samsung Galaxy S23,Electronics,Smartphones,New Launch,85,60,81620,67738,4897200,17.01,108300,8.47,43,Premium,BrandX_India Online,Card,BrandX_India Wholesale,NaN,Festival Offer,38,16,1.9,Changed Mind,4.2,3.8,337,5,4.7,28.7,Very High,20,93,80.1,Aggressive,Low,1,215,7,2024,Q3,Monsoon
BX_HYDERABAD_072,BrandX_India Express Hyderabad,BrandX_India,Street Store,Hyderabad,Metro,Green Tea 100g,Groceries,Tea,Discontinued,175,122,341,280,41602,17.89,410,8.37,43,Luxury,BrandX_India Online,Wallet,BrandX_India Brand Partners,NaN,Flash Sale,21,50,2.1,Defective,4.3,4.8,182,9,4.3,17.7,High,23,76.3,81.7,Competitive,Low,3,103,7,2024,Q3,Monsoon
BX_BHOPAL_051,BrandX_India Style Bhopal,BrandX_India,Flagship,Bhopal,Tier2,Levi's 511 Jeans,Clothes,Jeans,Discontinued,72,14,3875,2779,54250,28.28,5617,2.33,154,Premium,BrandX_India Store,Wallet,BrandX_India Brand Partners,NaN,Flash Sale,36.4,13,4,Wrong Size,4.5,4.4,193,6,4,5.4,Medium,8,86.8,60.5,Standard,Medium,6,131,7,2024,Q3,Monsoon
BX_CHENNAI_045,BrandX_India Tech Hub Chennai,BrandX_India,Flagship,Chennai,Metro,Dell XPS 13,Electronics,Laptops,New Launch,140,31,110639,90217,3429809,18.46,149135,2.66,135,Budget,BrandX_India Social Commerce,UPI,BrandX_India Local Sourcing,NaN,BOGO,35.8,34,6.4,Poor Quality,4.6,5,358,10,4.4,26.6,High,23,82.7,83.5,Competitive,Low,2,128,7,2024,Q3,Monsoon
BX_KANPUR_053,BrandX_India Fashion Kanpur,BrandX_India,Online Hub,Kanpur,Tier2,Adidas Ultraboost,Clothes,Shoes,Discontinued,147,27,10019,7440,270513,25.74,11722,2.2,163,Premium,BrandX_India Online,Credit,BrandX_India Direct Import,NaN,Clearance,16.8,42,1.5,Damaged,4.5,4.4,313,3,4.5,12.4,Low,3,89.2,69.7,Standard,Medium,2,112,7,2024,Q3,Monsoon
BX_HYDERABAD_072,BrandX_India Electronics Hyderabad,BrandX_India,Street Store,Hyderabad,Metro,OnePlus 11,Electronics,Smartphones,Growing,36,8,57727,47304,461816,18.06,83340,2.67,135,Budget,BrandX_India App,Wallet,BrandX_India Local Sourcing,NaN,No Promotion,0,0,6.6,Wrong Size,4.7,4.2,422,1,4.3,29.7,High,21,82.7,87.9,Competitive,Low,6,298,7,2024,Q3,Monsoon
BX_HYDERABAD_038,BrandX_India Accessories Hyderabad,BrandX_India,Mall Store,Hyderabad,Metro,Xbox Series X,Gadgets,Gaming Consoles,Discontinued,161,29,60367,50911,1750643,15.66,84888,2.16,167,Mid-Range,BrandX_India Social Commerce,Card,BrandX_India Wholesale,NaN,No Promotion,0,0,4.6,Poor Quality,3.9,4.8,407,5,4.8,15.8,High,25,77.8,82.8,Competitive,Low,5,130,7,2024,Q3,Monsoon
BX_AHMEDABAD_021,BrandX_India Gadget Zone Ahmedabad,BrandX_India,Street Store,Ahmedabad,Tier1,Samsung Tab S8,Electronics,Tablets,Declining,150,42,56733,40848,2382786,28,63879,3.36,107,Mid-Range,BrandX_India App,Cash,BrandX_India Direct Import,NaN,Flash Sale,39.8,41,6.6,Poor Quality,4.2,4.4,426,8,3.8,17.3,Medium,13,68.3,74.3,Standard,Low,7,147,7,2024,Q3,Monsoon
BX_PUNE_062,BrandX_India Fresh Pune,BrandX_India,Mall Store,Pune,Tier1,White Sugar 1kg,Groceries,Sugar,Growing,95,40,57,46,2280,19.3,62,5.05,71,Premium,BrandX_India Phone Order,Credit,BrandX_India Wholesale,NaN,Flash Sale,30.7,18,7.1,Damaged,4,4.4,186,9,4,17.6,High,14,87.6,76.9,Competitive,Low,5,80,7,2024,Q3,Monsoon
BX_AHMEDABAD_093,BrandX_India Trends Ahmedabad,BrandX_India,Mall Store,Ahmedabad,Tier1,Zara Casual Shirt,Clothes,T-Shirts,Mature,145,18,3079,2369,55422,23.06,3548,1.49,242,Premium,BrandX_India App,Card,BrandX_India Direct Import,NaN,Festival Offer,30.5,11,7.8,Damaged,3.9,4.5,365,2,3.7,17.3,Medium,9,87.8,80.9,Standard,Medium,3,86,7,2024,Q3,Monsoon
BX_MUMBAI_047,BrandX_India Apparel Mumbai,BrandX_India,Flagship,Mumbai,Metro,Adidas Hoodie,Clothes,Jackets,Declining,53,27,3428,2685,92556,21.67,3475,6.11,59,Luxury,BrandX_India Phone Order,EMI,BrandX_India Direct Import,NaN,Clearance,21.1,46,0.4,Defective,3.8,4.3,255,10,3.9,19.4,High,23,75.5,85.7,Competitive,Medium,1,149,7,2024,Q3,Monsoon
BX_HYDERABAD_023,BrandX_India Apparel Hyderabad,BrandX_India,Online Hub,Hyderabad,Metro,Zara Evening Dress,Clothes,Dresses,Growing,179,37,5898,4499,218226,23.72,7801,2.48,145,Budget,BrandX_India Phone Order,Credit,BrandX_India Brand Partners,NaN,Discount,17.1,24,5.3,Changed Mind,4.2,4.7,211,4,3.9,19.1,Very High,25,80.3,87.6,Aggressive,Medium,7,100,7,2024,Q3,Monsoon
BX_PUNE_041,BrandX_India Fresh Pune,BrandX_India,Street Store,Pune,Tier1,Basmati Rice 5kg,Groceries,Rice,New Launch,268,89,679,512,60431,24.59,707,3.99,90,Mid-Range,BrandX_India App,EMI,BrandX_India Local Sourcing,NaN,Festival Offer,12.1,15,4.8,Changed Mind,4,3.8,361,4,3.8,16.9,High,11,69.9,77.5,Competitive,Low,4,97,7,2024,Q3,Monsoon
BX_AHMEDABAD_080,BrandX_India Tech Hub Ahmedabad,BrandX_India,Mall Store,Ahmedabad,Tier1,Sony Bravia 43Inch,Electronics,Smart TVs,Growing,217,35,59130,41831,2069550,29.26,80070,1.94,186,Luxury,BrandX_India Phone Order,Credit,BrandX_India E-commerce Hub,NaN,Flash Sale,16.5,47,5.7,Changed Mind,4.3,5,327,8,5,16.7,High,14,69.6,79.3,Competitive,Low,4,133,7,2024,Q3,Monsoon
BX_MUMBAI_077,BrandX_India Home Mumbai,BrandX_India,Flagship,Mumbai,Metro,IFB 7kg Front Load,Home Appliances,Washing Machines,Declining,141,47,36537,29634,1717239,18.89,44601,4,90,Premium,BrandX_India App,Cash,BrandX_India Wholesale,NaN,Flash Sale,36.8,17,1.5,Wrong Size,4.4,4,150,1,4.2,17.4,High,22,97,87.3,Competitive,Low,6,712,7,2024,Q3,Monsoon
BX_AHMEDABAD_086,BrandX_India Fresh Ahmedabad,BrandX_India,Flagship,Ahmedabad,Tier1,White Sugar 1kg,Groceries,Sugar,Discontinued,56,28,48,39,1344,18.75,67,6,60,Mid-Range,BrandX_India App,EMI,BrandX_India E-commerce Hub,NaN,BOGO,32.9,48,6.3,Damaged,4.3,4,444,2,4.2,18.2,High,8,72.3,82.4,Competitive,Low,1,142,7,2024,Q3,Monsoon
BX_SURAT_090,BrandX_India Apparel Surat,BrandX_India,Express,Surat,Tier2,Levi's T-Shirt,Clothes,T-Shirts,Growing,72,25,1463,1097,36575,25.02,1670,4.17,86,Luxury,BrandX_India Online,Cash,BrandX_India Direct Import,NaN,Discount,28.6,35,7.4,Wrong Size,4.2,4.3,424,6,3.9,12.3,Medium,6,76.3,63,Standard,Medium,7,65,7,2024,Q3,Monsoon
BX_CHENNAI_035,BrandX_India Gadget Zone Chennai,BrandX_India,Mall Store,Chennai,Metro,Samsung Tab S8,Electronics,Tablets,New Launch,103,62,51967,39825,3221954,23.36,62027,7.22,50,Budget,BrandX_India App,Card,BrandX_India E-commerce Hub,NaN,Flash Sale,26.3,16,3.1,Changed Mind,4.4,4.1,46,2,4.5,26.6,Very High,20,81.4,81.2,Aggressive,Low,5,163,7,2024,Q3,Monsoon
BX_MUMBAI_032,BrandX_India Tech Hub Mumbai,BrandX_India,Flagship,Mumbai,Metro,Sony WH-1000XM5,Electronics,Headphones,Mature,171,17,27829,19787,473093,28.9,28459,1.19,302,Mid-Range,BrandX_India Social Commerce,EMI,BrandX_India Wholesale,NaN,Festival Offer,12.3,10,7.9,Poor Quality,4.5,4.6,197,9,4.2,26.3,Very High,24,79.6,81.3,Aggressive,Low,4,224,7,2024,Q3,Monsoon
BX_HYDERABAD_073,BrandX_India Daily Hyderabad,BrandX_India,Flagship,Hyderabad,Metro,White Sugar 1kg,Groceries,Sugar,New Launch,264,96,53,40,5088,24.53,57,4.36,83,Mid-Range,BrandX_India Store,Wallet,BrandX_India Local Sourcing,NaN,Discount,35.8,47,0.1,Poor Quality,4.3,4,334,4,4.6,15.7,Very High,19,81.8,83.1,Aggressive,Low,3,102,7,2024,Q3,Monsoon
BX_PUNE_060,BrandX_India Smart Pune,BrandX_India,Express,Pune,Tier1,PlayStation 5,Gadgets,Gaming Consoles,Growing,147,15,46946,33877,704190,27.84,62506,1.22,294,Premium,BrandX_India Social Commerce,Credit,BrandX_India Local Sourcing,NaN,Clearance,11.8,39,4.9,Defective,4.4,4.2,331,5,4.1,13.3,High,13,85.1,79.7,Competitive,Low,1,52,8,2024,Q3,Monsoon
BX_BANGALORE_011,BrandX_India Fashion Bangalore,BrandX_India,Flagship,Bangalore,Metro,Adidas Ultraboost,Clothes,Shoes,New Launch,221,40,15756,11084,630240,29.65,21910,2.17,166,Luxury,BrandX_India App,Cash,BrandX_India Local Sourcing,NaN,Discount,23.4,25,6.5,Damaged,4.2,4.3,492,7,4.5,14.3,High,19,84.6,86.6,Competitive,Medium,7,133,8,2024,Q3,Monsoon
BX_DELHI_088,BrandX_India Appliances Delhi,BrandX_India,Online Hub,Delhi,Metro,LG 28L Convection,Home Appliances,Microwaves,Growing,258,64,18975,16043,1214400,15.45,20108,2.98,121,Luxury,BrandX_India App,Cash,BrandX_India Brand Partners,NaN,Flash Sale,15.1,31,5.5,Damaged,4.3,4,368,8,4,18.6,High,23,83,84.1,Competitive,Low,1,226,8,2024,Q3,Monsoon
BX_VISAKHAPATNAM_027,BrandX_India Mobile Visakhapatnam,BrandX_India,Mall Store,Visakhapatnam,Tier2,Sony Alpha a7 IV,Gadgets,Cameras,New Launch,57,43,241704,189181,10393272,21.73,321577,9.05,40,Budget,BrandX_India Online,Cash,BrandX_India Brand Partners,NaN,Clearance,31,13,5.9,Defective,4.3,4.4,468,8,3.7,4.8,Medium,8,69.3,60,Standard,Low,5,146,8,2024,Q3,Monsoon
BX_AHMEDABAD_006,BrandX_India Living Ahmedabad,BrandX_India,Mall Store,Ahmedabad,Tier1,Bosch 6kg Top Load,Home Appliances,Washing Machines,Discontinued,81,47,28272,20188,1328784,28.59,37246,6.96,52,Premium,BrandX_India Social Commerce,Wallet,BrandX_India Direct Import,NaN,Flash Sale,17,42,2.2,Defective,4.2,4.8,116,10,5,10.3,High,12,89.2,78.1,Competitive,Low,4,468,8,2024,Q3,Monsoon
BX_PUNE_003,BrandX_India Gadget Zone Pune,BrandX_India,Online Hub,Pune,Tier1,MacBook Air M2,Electronics,Laptops,New Launch,80,15,116807,92254,1752105,21.02,161387,2.25,160,Budget,BrandX_India Online,Wallet,BrandX_India Brand Partners,NaN,Clearance,15.8,39,3.1,Poor Quality,4.5,4.8,390,4,4.1,17.7,Medium,11,71,77.1,Standard,Low,7,277,8,2024,Q3,Monsoon
BX_HYDERABAD_070,BrandX_India Superstore Hyderabad,BrandX_India,Street Store,Hyderabad,Metro,Toor Dal 1kg,Groceries,Dal,Discontinued,274,108,201,147,21708,26.87,232,4.73,76,Premium,BrandX_India Store,UPI,BrandX_India E-commerce Hub,NaN,Clearance,17.1,9,1,Wrong Size,3.8,3.9,345,7,4.1,18.4,High,19,91.2,88.6,Competitive,Low,4,73,8,2024,Q3,Monsoon
BX_BHOPAL_090,BrandX_India Smart Bhopal,BrandX_India,Online Hub,Bhopal,Tier2,Anker PowerCore,Gadgets,Power Banks,Mature,106,31,4352,3485,134912,19.92,5887,3.51,103,Premium,BrandX_India Store,Credit,BrandX_India E-commerce Hub,NaN,Clearance,39.1,31,3.7,Changed Mind,4.5,4.1,124,3,5,5.5,Medium,7,86.1,63.6,Standard,Low,1,79,8,2024,Q3,Monsoon
BX_BANGALORE_085,BrandX_India Fashion Bangalore,BrandX_India,Express,Bangalore,Metro,Forever 21 Dress,Clothes,Dresses,New Launch,216,46,1880,1499,86480,20.27,2182,2.56,141,Budget,BrandX_India Store,Card,BrandX_India Local Sourcing,NaN,Festival Offer,38.1,21,3.1,Changed Mind,4.5,3.9,380,8,4.8,15.5,Very High,16,83.8,83.1,Aggressive,Medium,1,104,8,2024,Q3,Monsoon
BX_SURAT_081,BrandX_India Fresh Surat,BrandX_India,Mall Store,Surat,Tier2,Green Tea 100g,Groceries,Tea,Discontinued,75,59,328,250,19352,23.78,441,9.44,38,Premium,BrandX_India Online,Cash,BrandX_India Local Sourcing,NaN,Discount,14.9,9,2.3,Changed Mind,3.7,4.8,163,8,4,10.1,Medium,5,83.5,64.8,Standard,Low,1,137,8,2024,Q3,Monsoon
BX_MUMBAI_052,BrandX_India Fresh Mumbai,BrandX_India,Express,Mumbai,Metro,Green Tea 100g,Groceries,Tea,Declining,269,130,336,280,43680,16.67,486,5.8,62,Premium,BrandX_India Social Commerce,Wallet,BrandX_India Local Sourcing,NaN,Festival Offer,34.4,35,4.4,Damaged,4.3,3.9,342,10,4.7,15.5,High,25,91.4,88.5,Competitive,Low,4,132,8,2024,Q3,Monsoon
BX_HYDERABAD_035,BrandX_India Connect Hyderabad,BrandX_India,Street Store,Hyderabad,Metro,PlayStation 5,Gadgets,Gaming Consoles,New Launch,168,25,53171,37386,1329275,29.69,69333,1.79,202,Premium,BrandX_India Online,UPI,BrandX_India Local Sourcing,NaN,Discount,13.3,41,5.3,Changed Mind,4.2,3.9,314,6,5,14.7,High,25,98.2,83.1,Competitive,Low,2,51,8,2024,Q3,Monsoon
BX_VISAKHAPATNAM_015,BrandX_India Express Visakhapatnam,BrandX_India,Express,Visakhapatnam,Tier2,Green Tea 100g,Groceries,Tea,Declining,236,99,322,246,31878,23.6,397,5.03,72,Luxury,BrandX_India Online,Cash,BrandX_India Local Sourcing,NaN,Clearance,39.4,39,5.2,Wrong Size,3.8,4.3,279,5,4.8,6.8,Medium,5,72.3,69.5,Standard,Low,4,53,8,2024,Q3,Monsoon
BX_DELHI_001,BrandX_India Mobile Delhi,BrandX_India,Street Store,Delhi,Metro,Sony Alpha a7 IV,Gadgets,Cameras,Growing,157,13,268048,216987,3484624,19.05,331418,0.99,362,Luxury,BrandX_India Store,UPI,BrandX_India Wholesale,NaN,Flash Sale,26.6,40,6,Damaged,4.6,4.5,116,10,4.7,12.9,High,18,78.1,89.7,Competitive,Low,5,138,8,2024,Q3,Monsoon
BX_MUMBAI_020,BrandX_India Gadget Zone Mumbai,BrandX_India,Street Store,Mumbai,Metro,LG OLED 55Inch,Electronics,Smart TVs,Declining,89,10,122283,102126,1222830,16.48,164880,1.35,267,Luxury,BrandX_India Social Commerce,UPI,BrandX_India Direct Import,NaN,Flash Sale,24.9,23,5.1,Damaged,4.5,4.9,474,5,4.1,22.8,High,20,79.6,88.4,Competitive,Low,1,101,8,2024,Q3,Monsoon
BX_NAGPUR_007,BrandX_India Apparel Nagpur,BrandX_India,Street Store,Nagpur,Tier2,H&M Cotton Tee,Clothes,T-Shirts,New Launch,219,34,1085,812,36890,25.16,1293,1.86,193,Premium,BrandX_India App,Wallet,BrandX_India Direct Import,NaN,Flash Sale,31.3,33,4.4,Changed Mind,4.1,4.1,104,7,3.6,8.6,Low,6,87,62.3,Standard,Medium,1,50,8,2024,Q3,Monsoon
BX_KANPUR_055,BrandX_India Mobile Kanpur,BrandX_India,Mall Store,Kanpur,Tier2,Bose SoundLink,Gadgets,Bluetooth Speakers,Growing,115,24,16911,13700,405864,18.99,22802,2.5,144,Luxury,BrandX_India App,Wallet,BrandX_India E-commerce Hub,NaN,BOGO,12.5,14,4.6,Changed Mind,4,4,181,2,4.2,3,Low,5,71.2,61.5,Standard,Low,2,85,8,2024,Q3,Monsoon
BX_DELHI_029,BrandX_India Fashion Delhi,BrandX_India,Flagship,Delhi,Metro,Adidas Hoodie,Clothes,Jackets,Discontinued,194,50,3797,3022,189850,20.41,4247,3.09,116,Luxury,BrandX_India App,EMI,BrandX_India Brand Partners,NaN,Clearance,22.6,21,1.8,Poor Quality,4.4,4.9,301,10,3.8,16.4,High,20,83.7,85.9,Competitive,Medium,4,66,8,2024,Q3,Monsoon
BX_DELHI_084,BrandX_India Trends Delhi,BrandX_India,Flagship,Delhi,Metro,Nike Jacket,Clothes,Jackets,Discontinued,39,16,6508,5315,104128,18.33,8319,4.92,73,Luxury,BrandX_India Store,UPI,BrandX_India Brand Partners,NaN,Flash Sale,13,34,7.4,Damaged,4.4,4.3,405,10,4.4,16.2,Very High,18,75.9,89,Aggressive,Medium,7,120,8,2024,Q3,Monsoon
BX_DELHI_043,BrandX_India Connect Delhi,BrandX_India,Street Store,Delhi,Metro,Xbox Series X,Gadgets,Gaming Consoles,Mature,166,20,55859,41864,1117180,25.05,56502,1.45,249,Luxury,BrandX_India App,Cash,BrandX_India Wholesale,NaN,Discount,27.1,49,3.3,Defective,4.3,4.8,140,7,4.8,16.8,Very High,25,82,81.6,Aggressive,Low,5,104,8,2024,Q3,Monsoon
BX_SURAT_030,BrandX_India Gadget Zone Surat,BrandX_India,Street Store,Surat,Tier2,HP Pavilion,Electronics,Laptops,Growing,207,12,52346,37418,628152,28.52,60450,0.7,518,Premium,BrandX_India Phone Order,Card,BrandX_India Local Sourcing,NaN,Festival Offer,34.6,41,5.3,Poor Quality,4.5,4.8,166,6,3.7,9.7,Low,4,88.4,63.2,Standard,Low,5,296,8,2024,Q3,Monsoon
BX_HYDERABAD_035,BrandX_India Home Hyderabad,BrandX_India,Mall Store,Hyderabad,Metro,Blue Star 1 Ton,Home Appliances,Air Conditioners,Declining,195,38,33320,23795,1266160,28.59,45409,2.34,154,Mid-Range,BrandX_India Phone Order,Card,BrandX_India E-commerce Hub,NaN,BOGO,39.9,31,0,No Return,4.2,4.2,435,4,5,16.7,High,18,80.2,86.9,Competitive,Low,1,566,8,2024,Q3,Monsoon
BX_VISAKHAPATNAM_099,BrandX_India Express Visakhapatnam,BrandX_India,Online Hub,Visakhapatnam,Tier2,Tata Tea Premium,Groceries,Tea,Discontinued,228,61,196,165,11956,15.82,238,3.21,112,Luxury,BrandX_India Phone Order,EMI,BrandX_India Local Sourcing,NaN,Festival Offer,12.3,15,0.9,Wrong Size,3.8,4.4,112,9,4.1,11.6,Low,8,71.7,62.6,Standard,Low,5,126,8,2024,Q3,Monsoon
BX_BANGALORE_096,BrandX_India Connect Bangalore,BrandX_India,Street Store,Bangalore,Metro,PlayStation 5,Gadgets,Gaming Consoles,Declining,76,27,58600,49223,1582200,16,86224,4.26,84,Mid-Range,BrandX_India Social Commerce,UPI,BrandX_India Direct Import,NaN,Festival Offer,29.7,14,3.7,Poor Quality,4.1,4.3,74,5,4.4,18,High,15,77.7,88.5,Competitive,Low,4,53,8,2024,Q3,Monsoon
BX_CHENNAI_084,BrandX_India Connect Chennai,BrandX_India,Mall Store,Chennai,Metro,JBL Charge 5,Gadgets,Bluetooth Speakers,New Launch,202,30,9192,6712,275760,26.98,9566,1.78,202,Premium,BrandX_India Online,Wallet,BrandX_India Local Sourcing,NaN,No Promotion,0,0,6.1,Poor Quality,3.9,3.9,54,7,4.8,14.4,High,25,100,88.4,Competitive,Low,1,77,8,2024,Q3,Monsoon
BX_BANGALORE_052,BrandX_India Superstore Bangalore,BrandX_India,Flagship,Bangalore,Metro,Basmati Rice 5kg,Groceries,Rice,Mature,285,113,606,462,68478,23.76,820,4.76,76,Premium,BrandX_India Phone Order,Card,BrandX_India Local Sourcing,NaN,Festival Offer,15.9,44,1.3,Poor Quality,3.7,4.2,492,9,4.8,11,High,18,92.6,86.7,Competitive,Low,1,75,8,2024,Q3,Monsoon
